Total Population,Median Age,White,Black,American Indian,Asian,Pacific,Multiracial,Male,Female,Not a citizen,Male 18+ birthright,Male 18+ bloodright,Male 18+ naturalized,Male 18+ not citizen,Female 18+ birthright,Female 18+ bloodright,Female 18+ naturalized,Female 18+ not citizen,Less than HS,HS grad,Some college,Bachelor's degree,Graduate degree,Total income,No income,Median income,Total poverty,Income below poverty (White male),Income below poverty (White female),Income above poverty (White male),Income above poverty (White female),Income below poverty (Black male),Income below poverty (Black female),Income above poverty (Black male),Income above poverty (Black female),Year,State FIPS,State Abbr,District
747722,37.2,460398,264561,2737,5351,189,9954,372744,374978,8404,274628,6859,2418,4441,282415,5789,2484,3305,92082,191140,123478,58028,29691,599769,120520,21485,700080,31170,38556,184529,186804,41276,56750,67542,72828,2018,22,LA,5
679024,44.2,639153,11757,2275,10436,131,13660,330854,348170,13249,251557,12573,7328,5245,271198,14595,8631,5964,30544,136068,140828,117286,69660,573579,40129,31533,661980,26103,31955,277292,289052,1825,2054,4281,2912,2018,23,ME,1
653789,45.0,620064,6124,6027,4481,187,15548,321445,332344,8175,251004,6471,3329,3142,261005,9749,5490,4259,43882,171945,145351,72886,39447,551418,46760,25111,635010,37813,48073,258194,259372,951,1237,2149,1190,2018,23,ME,2
756296,37.3,478321,168149,1690,56037,478,26640,363450,392846,54190,228140,53901,29739,24162,253406,60235,35266,24969,43936,107686,121234,133605,119069,621249,65145,42287,737149,11970,17306,215132,221995,9078,11825,65312,77274,2018,24,MD,3
749033,37.4,228358,393119,2050,22648,215,21155,360091,388942,84154,200481,69325,28313,41012,236862,65302,29895,35407,65804,130029,142915,99821,72405,599743,69577,40038,742703,5942,6907,106884,106541,13982,20269,163660,191956,2018,24,MD,4
719951,38.3,255580,382287,2040,53700,642,18827,343121,376830,38291,227210,37416,20357,17059,263581,38592,20959,17633,56315,128411,121942,101324,88928,593578,84718,32166,696965,8570,9338,114050,115075,37293,48627,131089,153352,2018,24,MD,7
765910,38.7,515831,103906,2061,83817,465,29801,380112,385798,71964,217541,71254,38538,32716,220152,77953,45752,32201,50509,123289,127332,112818,106088,618214,78835,36696,743648,18277,24343,228909,234178,5951,7186,39021,41593,2018,24,MD,6
758633,40.4,505397,95162,2078,70164,422,27905,367898,390735,86719,203910,76899,39239,37660,218697,88843,49080,39763,44634,87149,104228,135352,157146,617594,69155,47183,748094,9253,12866,233225,243071,4366,6521,39552,42314,2018,24,MD,8
730442,42.6,600823,88648,1254,15882,269,16751,359022,371420,17468,261713,16620,8828,7792,277936,18318,10423,7895,48655,159815,141181,94054,64470,603924,66521,34192,713123,19216,24671,271042,276962,6800,9140,31140,34448,2018,24,MD,1
760819,38.4,374999,292305,2609,31750,290,30478,373583,387236,43432,245494,39850,19944,19906,259809,44018,24843,19175,43627,136757,149776,101953,77683,620629,78033,43446,739229,10036,12648,171354,169217,8395,11261,127184,139587,2018,24,MD,5
762351,36.4,413872,264514,1862,40279,278,27812,363046,399305,44319,234352,40354,20725,19629,267481,43613,23722,19891,56277,148711,144081,98714,67135,613775,77791,34916,741139,15864,22336,179425,185135,15084,20719,99796,120151,2018,24,MD,2
795850,31.6,399628,204318,2664,81757,309,52310,385805,410045,136011,199798,116640,50619,66021,218986,124540,63930,60610,81377,117002,99217,125962,110288,682767,82507,30755,744445,24009,30922,158277,152011,18183,25856,73940,82329,2018,25,MA,7
738604,45.7,650834,22314,1863,10463,332,19492,357319,381285,29061,252530,32263,18829,13434,277458,34780,21768,13012,52261,149712,145042,113456,74242,623820,53456,33232,723455,19991,29202,287565,302280,1998,2194,9243,7348,2018,25,MA,9
767907,42.8,653361,28111,1274,32270,202,19202,370753,397154,46208,244017,45305,24495,20810,269776,50499,29709,20790,40182,131312,130189,142800,98291,639036,60419,39524,750998,15945,23584,291766,308176,2147,2371,10954,11389,2018,25,MA,6
730959,41.1,620996,46878,1917,15599,172,19034,351197,379762,22843,250503,23974,14091,9883,278583,27490,16948,10542,61679,149187,143560,88796,61744,608544,63912,28975,705755,32026,42806,256867,268674,4357,5616,17446,17347,2018,25,MA,1
766241,38.9,589531,41310,1152,89037,177,23815,371290,394951,97862,208837,85173,39901,45272,231536,89063,44264,44799,35520,103402,92882,149495,161516,639680,67627,43882,739523,16045,21135,259239,274141,2784,3384,16358,16882,2018,25,MA,5
754622,41.1,649174,23859,495,46541,204,19135,365030,389592,39519,236119,43367,26358,17009,256478,49897,32181,17716,35194,103367,114697,134344,128213,618345,62263,42541,728335,15470,20573,290809,303426,1312,1987,9541,8443,2018,25,MA,4
747493,39.2,623500,39281,1727,41781,299,22557,365536,381957,44197,247342,40878,21198,19680,265036,44607,25024,19583,44670,136221,127809,111981,82117,626761,72654,31974,706148,26238,33733,262536,268481,3464,3897,14281,14819,2018,25,MA,2
764581,39.2,580237,77696,1329,62430,419,18103,367818,396763,55887,232061,59505,34422,25083,254966,67469,41002,26467,43142,124092,126155,152349,106394,639616,60980,42060,749501,14256,22711,259417,273030,5398,7621,30671,31454,2018,25,MA,8
763936,39.1,592745,26791,2072,62696,215,21845,379231,384705,61693,229828,60951,32811,28140,235631,64410,37651,26759,60335,136551,126336,109694,86020,622096,73156,34288,745800,23976,29777,260700,266435,1949,1991,10753,9359,2018,25,MA,3
699432,46.4,645371,10674,17163,4738,331,19193,355166,344266,6758,281804,6025,2790,3235,274002,6849,3753,3096,38516,167995,170908,82026,46766,593280,60287,25417,674174,39051,43374,274953,271146,1092,618,1504,898,2018,26,MI,1
735626,36.9,620885,47918,4338,17035,193,24429,362522,373104,24280,253422,20139,8048,12091,267423,19428,9264,10164,47046,151660,157947,84526,40588,590493,60416,26953,714981,29478,37186,268805,270670,6104,7604,14839,15366,2018,26,MI,2
716503,38.7,605296,59278,3370,11511,191,26220,353372,363131,18965,255450,14660,5861,8799,268512,15044,6527,8517,44968,139764,157292,82049,51266,582210,60953,27299,700447,31833,40284,261283,260741,8476,10821,18291,18482,2018,26,MI,6
737911,37.0,619362,62016,2814,15009,171,24108,368299,369612,23849,257900,18409,7255,11154,265440,18020,8012,10008,43357,138926,154414,100815,52796,590702,63306,28835,719657,28940,35172,271633,270334,8058,9277,20608,20753,2018,26,MI,3
679543,41.3,525852,117252,2708,6370,152,21764,328880,350663,6247,244226,7599,4447,3152,269337,7430,4901,2529,48910,156594,171890,59011,32704,555911,66814,25321,670777,35442,43395,218155,222678,19308,23260,34218,38389,2018,26,MI,5
701141,41.4,658418,12875,5205,7129,168,14852,350522,350619,7859,269827,6378,2699,3679,273088,6988,3633,3355,43564,167811,163293,64525,38812,583244,69110,25238,672645,42918,52282,272835,269712,1379,1077,2448,2321,2018,26,MI,4
0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,0,0,0,2018,26,MI,not
718682,40.2,563840,98079,2618,31698,335,17917,350421,368261,32180,240386,35744,22063,13681,258738,39186,24876,14310,52178,141524,165723,95278,59257,599335,67729,31063,712390,27600,33195,249736,248650,8639,13265,34123,40741,2018,26,MI,9
711209,35.6,558573,76577,2067,39961,216,24566,348571,362638,39419,230842,40512,22194,18318,248401,41233,23566,17667,45832,116877,139039,83485,76632,586506,72328,30482,690099,36831,43592,232199,232047,8248,9776,26958,28129,2018,26,MI,12
705518,41.8,643177,29597,2897,7046,129,17182,354070,351448,8632,266536,8069,3986,4083,267288,8752,4933,3819,40006,159291,171141,75368,43133,579513,65224,29929,680732,28846,36990,280593,280581,3016,3250,8369,8242,2018,26,MI,7
691955,38.4,236707,389786,1741,34052,232,20505,327646,364309,33672,213653,33439,17528,15911,252813,33306,19129,14177,60703,116779,146052,79182,65346,560136,85191,25896,680770,15854,18312,99022,99387,45591,56772,127875,153140,2018,26,MI,14
717176,42.8,663950,20499,1468,12267,139,15083,355460,361716,14582,255452,19750,13122,6628,264524,20666,13735,6931,45015,159356,180708,74923,42978,591330,65650,30795,708435,26294,35096,298366,298029,1398,1672,7858,7523,2018,26,MI,10
679044,36.0,259303,371965,2788,9581,275,16326,323629,355415,27773,214727,24292,11154,13138,249030,23706,11729,11977,78629,148276,147670,44210,23862,540806,92752,20930,670276,28216,31079,97873,98231,60364,73128,109067,125551,2018,26,MI,13
727670,41.6,591292,37646,1978,73955,176,17405,357797,369873,47403,229850,45989,24589,21400,246366,46169,26557,19612,26532,96656,146172,140754,101942,599218,70241,40313,721823,14008,18108,274787,280142,1998,2457,15279,16575,2018,26,MI,11
736078,38.2,626562,41262,2080,34051,271,24168,362763,373315,31247,254810,25617,11865,13752,267583,26561,13022,13539,26280,105300,154569,113525,81293,605794,66618,32217,714168,24530,32036,276297,277889,5303,5811,13562,13967,2018,26,MI,8
664941,40.5,607908,9516,19143,5994,371,12979,333466,331475,13780,243776,9091,3176,5915,245338,10085,4344,5741,38162,146964,164307,71750,27443,534416,37752,30105,647266,24131,31630,274060,263124,1891,1727,2999,2010,2018,27,MN,7
702583,36.9,637461,22710,3030,16618,49,16113,354615,347968,15278,248730,14509,8018,6491,244407,15461,9017,6444,24953,124582,169121,97469,40656,554265,43816,36790,688454,16021,19877,299788,290910,3231,3613,7551,6912,2018,27,MN,6
664674,43.2,617171,7003,17151,5121,228,15891,337304,327370,5068,259574,4679,2558,2121,253839,5943,3534,2409,32609,149917,175187,73564,34874,548378,41608,28764,646333,29679,35735,274913,263044,1242,915,1554,1123,2018,27,MN,8
710378,40.2,571431,54549,2091,52227,396,20599,346548,363830,39369,224081,36987,19334,17653,239326,40953,23846,17107,22065,84773,144672,157685,86576,570753,48824,42933,705323,9288,13936,267015,277524,4290,4858,21476,23322,2018,27,MN,3
707352,33.7,474361,121231,7787,43584,141,30330,353885,353467,58070,228378,49805,22026,27779,233464,48283,24454,23829,44135,88516,129164,139055,81770,580034,43897,33209,688345,20612,23744,209483,207743,21185,21783,38437,36878,2018,27,MN,5
698522,37.6,590404,33527,3125,32791,339,21147,345147,353375,25450,229073,26551,14906,11645,239228,28082,16718,11364,24283,105145,153486,125396,55032,553456,43866,40156,687199,12428,16852,274850,277190,3105,2802,13720,13285,2018,27,MN,2
672649,38.3,606708,21568,2206,18626,399,12256,336052,336597,26124,236951,19504,7317,12187,241957,18653,8351,10302,36311,133849,149977,82856,44461,542770,40577,31578,651540,24760,31724,268545,264308,3899,4581,6288,5196,2018,27,MN,1
706259,35.9,500600,72082,4449,87398,264,28452,344731,361528,44974,217100,42212,22794,19418,236613,43118,25067,18051,39883,96312,130607,123588,80607,566122,48961,34313,689174,15136,19508,221844,231840,9429,11830,25245,23564,2018,27,MN,4
760715,37.7,521357,209434,1175,5198,220,12494,368391,392324,10939,266889,8291,2609,5682,295525,7492,3130,4362,83729,156480,158353,66190,36799,610318,91510,25149,740087,29049,36962,220146,222810,22489,31512,71342,76668,2018,28,MS,1
749199,37.3,456651,266191,7265,8162,151,6701,363219,385980,11801,264299,9538,2765,6773,291935,6996,2988,4008,71718,143898,151959,77293,51675,602949,96772,25100,723130,23265,29091,193287,196881,35394,48242,82330,89087,2018,28,MS,3
767132,37.3,549340,180503,2849,11571,249,15568,377256,389876,12768,272371,10648,4531,6117,289744,11345,5554,5791,71392,154563,173834,68510,41101,615237,95533,24502,746726,32920,42481,232549,229369,26135,34059,54914,57981,2018,28,MS,4
711716,36.2,223845,469706,2400,3382,87,5430,341513,370203,7809,244485,6004,1613,4391,278601,4291,1620,2671,89506,141623,141082,54281,33328,563755,110068,20767,680404,11844,15233,92787,94605,64449,91190,142721,152535,2018,28,MS,2
763266,42.9,679899,28175,1200,35376,219,14243,369646,393620,23021,259627,25250,14789,10461,285664,27331,17297,10034,26314,103070,148010,154451,110385,629066,61960,40059,751136,13215,19637,312193,325554,1385,1796,10882,11842,2018,29,MO,2
732537,35.6,314813,364694,1631,22238,299,20836,346013,386524,26941,242547,21481,8087,13394,287049,20249,9240,11009,56067,126574,154997,88932,69011,596767,68277,26891,713728,15912,19140,135498,134079,38247,53693,121570,144653,2018,29,MO,1
764511,36.9,521075,168389,3141,14165,2615,24722,370177,394334,26211,259690,20464,8503,11961,286686,20636,9265,11371,54718,160578,159741,92436,52922,615968,64753,29164,751043,25307,31482,226155,229109,18697,24944,57618,63880,2018,29,MO,5
768533,38.6,695087,32681,3172,9791,817,20791,381430,387103,10802,277652,10295,5294,5001,288200,9864,5083,4781,45146,174351,152122,94144,49861,617742,66731,29934,738600,31666,40514,298243,301169,3163,3381,11887,9697,2018,29,MO,6
740270,40.8,680980,33969,3395,5099,127,13830,370142,370128,6900,279890,4710,1517,3193,283919,5015,1931,3084,84705,193894,147232,50865,30831,602641,77456,21949,712455,54436,66960,270511,268263,5479,6265,7932,8581,2018,29,MO,8
782693,38.9,725338,26322,2492,7953,392,16002,388877,393816,8644,287947,7305,3570,3735,294424,9337,4995,4342,51138,172525,169720,90619,47342,631225,67735,31232,760917,28602,36197,322142,321333,2361,3186,8991,8290,2018,29,MO,3
765070,36.9,680970,35707,4356,12408,766,23691,383708,381362,14074,283725,10832,4283,6549,286893,11728,5631,6097,54010,169267,149225,76487,48655,622411,71355,25420,727749,44034,51921,278909,277661,3943,4814,11452,10214,2018,29,MO,4
773182,38.0,710180,14959,7565,9690,1427,21213,378779,394403,14996,277236,10648,3829,6819,296527,12178,5004,7174,58431,166171,165749,81609,42533,627092,74168,25164,751562,47513,60279,290480,293297,1999,1833,5184,3980,2018,29,MO,7
1041732,39.8,925642,4630,67289,7947,757,29435,524220,517512,10716,398243,8956,4375,4581,394665,12276,6980,5296,48608,208896,233893,148624,74246,852154,74410,27115,1016407,50892,57810,404379,392128,644,245,2246,1077,2018,30,MT,1
641533,35.5,568890,19315,7834,17126,522,18100,321913,319620,25764,221470,20856,8418,12438,225249,18881,8250,10631,31885,108105,140108,84730,44017,511014,41056,30817,620612,25109,31387,250521,245014,2138,2377,7430,5749,2018,31,NE,1
659795,34.6,537848,63830,3592,22364,350,19867,325995,333800,36818,211369,25985,9074,16911,224119,24911,9720,15191,38117,89860,129957,111284,59451,513929,50494,34554,646148,20213,24768,240909,241728,7300,9667,22386,22552,2018,31,NE,2
603432,40.1,559725,7715,5856,4615,520,10633,302002,301430,20507,211790,15819,6067,9752,217881,13912,5379,8533,40737,128584,145894,62277,27457,483756,35663,27987,583485,24771,34553,246022,236977,887,957,2907,1818,2018,31,NE,3
739823,36.6,473631,110643,7875,41209,4914,37479,366980,372843,62429,217527,53586,24248,29338,219026,61485,32214,29271,71068,144386,170490,67854,34540,583024,94227,30200,724203,22927,27583,210470,205131,11071,13076,39134,42903,2018,32,NV,4
689384,36.3,359384,80375,7868,57532,5365,30883,352636,336748,131766,172103,100959,37716,63243,155647,103986,43510,60476,105716,151066,136168,49973,21757,557918,93800,24566,679132,32633,33371,152226,136573,12618,13634,25850,25704,2018,32,NV,1
785285,39.1,526337,56746,3759,108126,5772,45180,387729,397556,52669,237793,61200,40097,21103,235094,78402,50444,27958,39956,140012,196786,117284,63020,641931,87481,35880,781184,18130,21771,244865,238832,4116,4735,23581,23841,2018,32,NV,3
708357,39.3,575751,13359,16343,27826,3301,26957,359820,348537,46393,238654,40719,18737,21982,230368,41824,20474,21350,57423,127765,175266,82399,48521,578068,69164,31422,696885,29862,32664,257662,247367,1300,1236,5578,4021,2018,32,NV,2
677001,42.1,630134,10983,739,17394,195,14424,335439,341562,18078,249678,17625,9213,8412,258018,19041,11095,7946,33255,127939,139004,111635,65860,569537,44663,35168,657203,19746,26445,283179,282965,1346,1125,4537,3430,2018,33,NH,1
666621,43.4,619880,9533,1351,18730,164,13466,329544,337077,18303,245206,18397,10105,8292,253074,20020,11812,8208,34352,135066,135074,101642,68288,561394,48574,33797,643461,20301,24397,276595,279774,512,643,3680,3056,2018,33,NH,2
735635,43.5,589440,80223,575,26867,484,22516,359523,376112,21268,252683,28782,18797,9985,270735,31699,21729,9970,35998,161803,148574,115539,61765,612197,67405,37359,720334,14515,20062,266779,279414,4143,4587,31373,34931,2018,34,NJ,3
739922,41.3,629171,48007,754,31456,284,13516,357586,382336,37298,224781,41627,23495,18132,250908,42653,26275,16378,37785,132069,128789,124716,76969,591487,71360,38039,732394,24566,29131,276692,292997,2711,3550,19686,20903,2018,34,NJ,4
719651,42.0,544043,89061,2449,27840,220,23678,354443,365208,35035,240724,34427,17929,16498,254083,35287,19463,15824,66138,170395,136083,86848,44720,592602,66591,29624,697690,21578,28521,237693,244762,9008,11758,29032,31757,2018,34,NJ,2
735773,43.3,603954,28338,665,74302,192,15677,355811,379962,45348,215835,60606,40954,19652,234912,69114,47408,21706,27184,110598,100958,164590,116947,609834,73463,50048,721429,10283,13428,278743,291446,1231,1211,10380,12676,2018,34,NJ,11
760952,34.8,433067,76952,2691,67563,612,27471,380966,379986,186391,138482,157550,67164,90386,139444,159418,77527,81891,108150,148847,98269,109123,64245,618896,99701,30271,752814,29076,37441,184883,176795,7164,9377,28323,29703,2018,34,NJ,8
726200,39.1,492776,124810,1244,37554,281,21282,350809,375391,29173,235680,31884,18766,13118,262504,32887,19865,13022,50914,156460,135333,100433,55593,591525,69558,33155,715146,14611,19942,221614,229829,9708,13432,45831,52805,2018,34,NJ,1
749828,36.0,214735,390485,2239,53985,214,18288,358960,390868,97017,173853,97695,55347,42348,195740,107924,63301,44623,70295,157131,127223,94407,51542,603664,108283,28689,730468,12121,16107,90879,87928,32581,46786,140403,161589,2018,34,NJ,10
737642,43.2,585546,37404,1512,77679,178,15077,359483,378159,49452,211683,65368,44570,20798,222267,75949,52023,23926,33100,122311,114863,151236,91270,607224,77460,44107,725190,11922,14563,270557,279348,1802,1734,15203,16919,2018,34,NJ,5
739893,42.7,588665,35518,927,74950,75,14611,362765,377128,53249,212948,61725,38542,23183,227430,68309,43359,24950,29158,105563,105080,152697,119526,604807,75664,49461,730149,10347,14459,274509,283702,1818,2047,13289,15213,2018,34,NJ,7
751755,38.0,445379,76430,2056,98488,338,23017,366682,385073,119232,151654,127780,74091,53689,165311,137824,83592,54232,75043,160228,107634,113638,59557,610957,108994,32410,747674,24395,32964,193189,192315,6416,8993,28192,31669,2018,34,NJ,9
736045,37.6,465765,77682,1499,137850,240,18861,363093,372952,96677,185579,96662,52855,43807,193296,100195,57021,43174,55309,135554,110278,117020,78569,602650,108214,37011,706957,18540,25023,202978,204378,4082,5928,29067,32949,2018,34,NJ,6
748549,39.8,439206,131854,2038,123869,239,16955,365809,382740,99582,184850,95986,49887,46099,203155,98555,55118,43437,52039,122609,107721,127663,105443,611315,86196,38324,727581,14411,18709,195048,198118,8547,10885,50136,57696,2018,34,NJ,12
700177,36.1,587315,13389,37655,5757,286,16365,350559,349618,53315,223718,37454,13215,24239,224053,40304,15956,24348,86249,129475,140301,56724,35815,554623,88469,21591,679424,54463,67252,226881,222372,1560,1605,5010,3878,2018,35,NM,2
